ID;Name;Symbol;Volume;v-1;v-2;v-3;v-4;v-5;v-6;v-7;v-8;v-9;v-10;v-11;v-12;v-13;v-14;v-15;v-16;v-17;v-18;v-19;v-20;v-21;v-22;v-23;v-24;v-25;v-26;v-27;v-28;v-29;v-30;v-31;v-32;v-33;v-34;v-35;v-36;v-37;v-38;v-39;v-40;v-41;v-42;v-43;v-44;v-45;v-46;v-47;v-48;v-49;v-50;v-51;v-52;v-53;v-54;v-55;v-56;v-57;v-58;v-59;v-60;v-61;v-62;v-63;v-64;v-65;v-66;v-67;v-68;v-69;v-70;v-71;v-72;v-73;v-74;v-75;v-76;v-77;v-78;v-79;v-80;v-81;v-82;v-83;v-84;v-85;v-86;v-87;v-88;v-89;v-90;v-91;v-92;v-93;v-94;v-95;v-96;v-97;v-98
197;Devon Energy Corporation;DVN;5,130,460;5,678,900;7,848,700;8,170,800;7,394,900;6,561,900;8,770,300;9,653,400;7,472,300;8,003,900;7,204,000;6,346,700;5,834,700;7,043,500;6,246,100;7,087,600;7,312,900;8,349,600;5,383,900;5,470,900;7,232,000;7,557,100;5,909,300;7,567,900;7,329,400;8,812,100;9,690,900;10,613,200;6,678,800;6,355,900;6,524,400;6,771,900;6,099,600;8,067,900;7,992,800;7,606,400;7,011,700;14,377,200;7,976,400;9,062,700;10,915,100;10,636,000;13,152,800;13,385,400;10,523,200;10,278,500;11,218,100;8,250,500;7,640,300;13,844,800;10,032,100;9,713,600;3,520,500;9,888,800;14,037,100;15,267,300;10,216,600;8,337,800;8,881,400;8,500,600;6,600,600;9,500,400;8,089,800;9,463,400;8,450,300;9,347,000;14,218,400;18,048,600;36,589,400;10,730,300;8,429,600;7,861,200;7,410,900;7,803,200;6,541,000;8,530,900;11,214,800;7,704,000;8,977,700;7,943,300;7,969,400;9,071,800;10,697,100;7,419,800;11,718,900;9,829,700;12,020,900;11,199,500;15,689,500;14,620,700;13,020,200;9,686,600;12,286,900;11,734,500;10,695,500;13,363,800;17,563,200;8,909,800;9,389,300
198;Sysco Corporation;SYY;705,032;1,980,800;2,785,500;2,544,000;3,143,500;3,302,700;3,885,400;4,641,000;9,251,600;4,297,500;2,477,100;1,805,500;2,192,000;2,291,600;1,835,700;2,494,000;2,036,100;2,292,500;2,021,900;1,827,000;2,215,400;1,714,200;2,150,900;2,678,900;1,909,600;2,092,900;2,438,700;2,002,500;2,006,300;1,555,300;2,655,600;2,213,800;1,094,600;1,769,700;3,313,200;1,890,800;2,799,100;4,403,400;3,778,500;1,857,400;2,505,700;1,853,100;1,767,800;1,719,600;1,450,400;1,113,700;1,272,000;1,398,600;1,994,300;2,932,400;1,632,200;2,645,500;615,400;1,034,800;1,408,500;2,184,400;2,396,500;1,328,600;1,361,000;2,436,000;3,483,800;3,500,400;3,298,300;2,494,100;2,180,900;2,497,700;3,976,300;2,557,200;4,634,500;4,799,600;4,793,900;2,767,500;3,035,000;2,770,900;2,611,900;2,947,600;2,481,800;4,385,400;3,072,300;3,246,000;2,080,000;1,932,100;2,144,400;2,385,100;2,413,600;2,259,900;2,106,100;2,268,700;2,639,100;3,503,600;2,628,500;3,073,900;2,421,300;2,492,800;1,746,600;2,087,900;;;
199;Carrier Global Corp.;CARR;1,628,164;3,884,000;5,003,700;8,139,800;4,829,500;3,448,400;3,979,100;5,878,800;4,687,500;2,620,900;1,868,900;2,460,100;2,911,700;4,191,600;3,633,100;5,217,500;4,846,600;5,291,500;3,619,800;2,826,900;3,275,800;5,300,500;3,421,000;3,384,900;2,726,800;3,891,000;3,491,900;2,866,100;2,248,700;1,966,300;2,107,100;2,228,900;1,875,100;2,885,200;2,578,800;2,909,300;3,217,400;5,812,700;4,416,800;4,045,000;6,015,600;3,593,600;3,065,200;2,524,200;3,973,900;2,505,200;3,726,200;3,857,000;4,361,500;8,731,200;3,259,800;2,370,700;986,300;2,606,700;3,125,500;2,477,100;4,272,700;3,077,800;2,936,200;3,127,800;3,731,600;4,760,300;5,863,500;2,803,200;3,359,800;3,730,200;3,400,600;4,270,600;5,876,900;5,129,100;5,508,200;5,534,100;7,529,900;4,953,000;5,141,700;3,761,500;4,411,100;4,300,200;4,584,800;4,229,500;8,497,400;8,519,800;7,759,200;4,065,400;5,111,800;4,794,900;9,001,800;5,592,100;2,823,600;3,973,700;3,184,500;4,559,200;4,350,000;4,526,300;4,334,600;3,284,500;;;
200;Williams Companies Inc.;WMB;3,087,053;6,871,300;5,770,800;8,534,500;5,668,800;7,436,800;8,034,400;10,077,300;11,984,600;6,201,800;6,375,600;7,382,800;7,189,500;6,451,300;8,740,400;7,366,500;7,480,800;7,924,100;5,565,800;4,659,700;6,560,800;6,675,100;6,282,200;6,715,100;6,347,300;6,009,300;5,761,600;5,544,600;3,479,200;3,551,500;3,688,200;4,938,100;5,307,500;4,830,000;5,515,900;5,047,100;4,805,800;15,936,800;6,735,600;4,883,800;8,547,800;5,708,600;5,991,400;7,624,600;9,084,600;6,560,100;6,331,700;6,715,200;6,139,700;12,459,400;6,392,000;5,807,500;2,108,100;4,032,400;6,366,200;6,415,100;8,510,300;7,848,100;4,642,700;4,467,700;5,136,800;5,767,700;9,389,200;5,655,700;4,776,900;5,816,400;5,524,100;6,386,400;7,056,100;7,498,500;10,473,300;6,079,600;5,166,100;5,633,700;5,810,000;5,646,900;8,867,500;9,037,800;5,948,600;6,239,900;6,089,000;6,948,300;8,315,100;6,608,500;7,521,900;5,571,500;7,169,200;5,950,400;7,109,000;6,496,800;7,637,200;10,985,700;9,026,600;7,915,000;7,283,700;9,044,900;11,183,000;4,907,800;8,149,400
201;PACCAR Inc;PCAR;952,603;4,412,600;3,029,700;3,047,550;3,402,300;2,422,950;2,944,800;3,873,600;4,150,050;3,973,950;4,204,650;4,010,100;4,023,450;11,576,700;5,964,000;3,327,600;3,144,150;3,540,450;3,225,750;2,554,200;2,907,600;3,378,300;2,758,200;2,710,500;2,392,200;2,613,450;2,649,450;2,961,300;1,893,450;2,061,600;1,534,200;1,560,150;2,305,650;3,855,900;2,535,450;3,250,500;2,984,250;7,423,200;4,172,850;3,580,050;3,997,350;3,148,950;4,638,000;2,347,350;2,991,150;3,470,250;2,328,300;3,060,450;2,769,750;4,588,650;2,485,200;2,828,700;1,010,100;2,769,000;2,927,400;2,044,650;4,672,350;3,134,550;3,423,750;2,712,900;2,525,700;3,567,900;4,568,850;4,557,450;3,663,000;3,338,400;3,607,200;3,919,050;3,021,600;2,388,750;3,284,700;3,140,850;3,519,750;5,937,450;4,812,300;3,322,650;3,138,750;2,749,950;2,308,050;2,466,150;2,944,350;2,380,050;2,567,700;2,016,450;2,480,100;1,713,900;2,817,900;2,750,850;3,464,400;3,919,050;2,629,350;3,161,700;3,164,550;2,723,250;2,416,200;;;;
202;Ameriprise Financial Inc.;AMP;128,967;388,100;435,000;504,500;389,300;561,100;580,200;651,000;597,200;537,900;506,700;762,400;681,600;561,300;585,200;621,000;574,300;459,500;572,500;367,300;743,400;669,400;383,400;401,200;568,200;497,800;462,300;376,200;377,500;324,500;275,800;291,700;464,200;470,700;623,300;501,200;642,400;1,249,500;552,900;538,000;570,500;582,300;424,200;481,400;521,500;405,000;402,900;387,600;448,000;1,304,800;452,900;546,700;164,000;397,600;428,500;546,700;729,500;756,100;676,500;682,600;955,700;1,073,700;899,700;426,700;509,400;352,400;634,500;652,700;562,600;577,800;774,500;638,900;709,500;860,100;830,500;445,000;549,600;530,300;454,300;555,700;717,300;890,700;715,100;649,300;452,900;486,900;679,200;437,500;407,400;544,800;637,800;679,100;573,300;476,400;581,100;680,800;;;
203;Prudential Financial Inc.;PRU;484,779;1,987,600;3,469,400;2,392,400;1,551,400;1,714,100;1,854,800;1,412,100;2,059,000;1,304,900;1,246,800;1,208,300;954,800;1,147,200;1,307,300;1,412,700;1,702,700;1,510,100;1,281,500;1,241,900;1,664,300;1,305,400;1,199,300;2,154,500;1,680,800;1,372,900;1,417,600;1,590,700;937,100;1,241,300;918,100;815,600;829,400;1,541,100;1,296,600;1,393,900;1,622,100;4,781,600;2,068,300;1,599,400;1,696,800;2,160,000;1,575,900;1,779,700;1,672,100;1,632,900;1,472,600;1,173,800;1,367,400;2,816,500;1,022,200;1,341,600;581,300;1,318,400;1,339,100;1,303,900;1,703,000;1,379,100;1,188,000;2,194,400;2,072,200;2,769,200;2,290,400;1,135,500;2,002,300;3,163,000;1,961,900;3,423,000;3,597,900;2,087,500;2,510,300;3,106,400;1,757,500;1,712,900;1,876,000;1,602,700;1,850,500;1,674,700;1,237,900;1,755,300;2,042,500;2,175,100;2,881,300;1,367,600;1,570,300;1,121,100;1,507,400;1,647,000;1,616,600;2,432,500;2,469,400;2,553,200;2,000,400;1,911,600;2,009,900;2,211,500;2,400,700;2,376,400;2,003,300
204;Hess Corporation;HES;638,009;1,024,900;1,393,500;1,646,500;1,846,900;1,854,100;3,473,200;3,311,600;2,708,700;1,588,500;1,921,400;1,503,000;2,324,200;1,643,600;1,677,500;1,668,500;1,202,300;1,776,900;1,176,700;1,776,200;2,535,700;1,293,200;1,359,200;1,818,500;1,559,800;1,659,000;1,342,600;1,557,000;846,100;743,400;937,700;952,600;1,162,700;1,009,400;1,177,200;1,125,600;1,103,000;3,025,500;1,478,700;1,300,500;1,621,700;1,387,500;2,069,600;2,136,500;1,525,200;1,756,800;2,396,900;1,632,300;1,459,300;2,801,100;1,679,900;2,391,600;643,000;1,594,100;2,115,000;2,617,900;2,114,800;1,582,500;1,686,600;1,866,100;1,659,400;2,308,300;2,513,200;2,204,100;1,559,400;1,943,100;2,869,600;3,150,200;2,158,100;2,338,500;1,837,200;2,600,200;3,137,400;3,462,900;2,185,300;1,714,300;2,251,700;2,180,100;1,988,100;1,164,100;1,685,200;1,518,600;2,192,600;1,312,900;1,786,000;1,848,700;3,077,400;3,010,100;2,287,400;2,543,300;2,409,300;2,466,300;2,661,600;2,301,400;1,983,000;2,317,800;2,945,300;1,956,800;1,333,500
205;Constellation Brands Inc. Class A;STZ;341,541;2,021,100;1,529,700;1,297,500;915,400;1,061,300;1,027,700;1,280,700;1,502,200;1,668,800;1,304,500;1,194,700;1,069,300;1,966,700;1,450,800;1,641,200;2,341,300;1,843,600;1,649,500;2,675,300;2,054,500;2,312,800;2,899,600;3,034,900;4,220,200;4,690,500;1,548,500;1,723,200;733,700;780,000;827,800;558,300;409,500;908,000;1,025,000;1,150,800;1,425,100;2,507,800;1,404,000;1,238,300;1,889,800;603,500;740,600;634,900;1,004,800;1,347,900;1,210,300;1,169,500;972,500;1,372,400;1,086,600;846,600;383,600;552,100;965,000;967,000;667,400;769,200;1,055,200;2,206,100;967,500;1,592,800;1,569,300;758,900;628,800;656,700;939,900;999,700;768,000;851,500;1,037,700;834,800;601,100;828,500;1,712,500;941,900;723,700;1,099,300;1,008,700;970,400;581,500;704,700;913,500;833,700;1,094,100;1,121,800;2,154,900;2,812,500;1,082,400;1,019,400;789,800;838,400;1,171,000;922,500;1,182,400;962,300;;;
206;Xcel Energy Inc.;XEL;851,154;2,926,500;2,276,000;2,909,700;1,964,500;2,938,300;3,074,400;2,995,400;2,908,900;3,088,200;3,497,200;3,699,800;2,527,600;2,030,600;2,553,100;2,784,300;2,117,400;2,860,100;2,838,600;2,624,200;3,099,400;2,883,700;3,027,500;2,707,800;2,976,200;2,104,500;2,265,900;2,684,500;1,595,700;1,398,000;1,513,700;1,580,600;1,201,300;1,870,600;1,774,600;2,208,800;2,150,300;6,745,300;3,265,700;2,551,600;3,171,000;1,967,300;3,793,100;2,160,600;2,659,400;2,526,600;2,151,400;2,811,700;2,520,300;4,911,400;1,873,400;2,197,600;1,193,300;1,947,100;2,625,200;2,876,400;2,922,000;2,881,200;3,859,900;4,576,300;4,087,700;5,005,300;4,592,000;3,760,000;2,892,100;3,983,100;3,470,700;4,247,800;6,364,500;3,912,800;3,934,100;3,874,800;4,295,200;3,707,700;2,774,300;4,027,800;3,776,000;6,537,600;2,582,500;3,162,000;3,782,200;3,595,100;6,807,300;4,548,400;4,232,000;3,970,400;6,476,400;3,788,300;3,003,000;2,754,400;2,931,500;6,182,200;3,852,400;2,746,500;3,173,400;3,115,900;2,695,200;2,437,600;2,435,300
207;Cintas Corporation;CTAS;138,531;388,100;313,300;319,200;300,400;398,500;413,800;428,400;438,000;324,000;224,700;256,700;233,800;274,600;315,700;394,400;349,900;437,900;391,900;460,100;411,800;442,000;282,000;382,300;430,000;463,300;348,200;306,600;312,400;252,500;265,700;317,600;205,100;439,200;529,900;435,700;335,900;854,900;591,600;286,300;522,300;352,500;236,800;364,600;436,500;295,300;255,200;286,000;370,900;818,800;273,800;255,500;113,300;268,600;360,200;240,100;265,100;321,800;276,400;337,500;458,700;456,000;597,100;398,600;419,300;703,300;557,500;435,700;406,800;366,500;458,100;338,600;354,200;444,200;340,600;332,800;386,400;399,700;289,400;429,400;423,000;427,800;686,400;395,800;433,100;300,500;512,500;345,500;586,100;609,300;474,000;557,600;648,900;723,400;442,400;394,600;420,300;430,200;461,200
208;Newmont Corporation;NEM;2,536,583;6,219,200;5,396,900;8,022,700;15,273,600;9,742,700;7,244,600;6,598,200;7,919,700;4,590,700;5,689,800;5,633,600;6,053,700;4,508,800;4,695,400;4,858,000;6,940,000;8,275,900;7,040,800;6,544,800;6,115,600;6,124,700;4,132,300;7,561,800;7,422,500;7,037,000;11,532,000;8,431,400;3,921,200;3,899,700;5,282,900;5,575,300;4,600,000;4,673,600;6,265,000;6,202,500;6,277,700;11,664,700;7,637,300;7,553,900;8,143,600;6,633,600;9,182,000;4,621,500;7,350,100;5,537,500;7,320,500;8,205,500;10,497,300;13,739,100;5,953,400;9,250,700;2,673,200;6,395,600;6,372,200;4,503,400;6,156,000;5,938,800;5,144,000;9,158,800;6,629,600;6,814,600;11,839,200;8,827,400;11,896,700;6,176,700;11,062,800;11,497,100;14,402,400;7,684,100;7,480,300;6,940,500;7,619,400;9,087,600;8,649,200;7,132,300;10,170,400;5,802,900;7,281,400;6,404,200;7,143,400;9,793,000;7,882,600;6,090,500;7,907,300;5,587,800;9,018,200;9,552,500;9,238,800;10,705,200;12,915,400;12,612,800;8,372,500;9,165,400;7,705,500;8,349,800;11,665,100;7,662,000;10,081,500
209;Paychex Inc.;PAYX;459,276;1,889,400;2,081,000;1,128,300;1,102,100;1,791,700;2,475,700;1,535,700;1,564,900;2,798,200;2,257,400;1,679,100;2,335,300;1,332,300;1,599,300;1,987,600;1,122,000;1,809,800;2,157,200;1,237,700;1,373,000;1,579,200;1,112,400;1,484,200;1,257,900;1,352,300;1,475,200;1,792,600;1,060,900;1,372,400;1,590,000;1,494,900;2,503,100;4,399,900;2,282,600;1,501,400;1,810,100;2,859,800;2,076,300;2,155,500;1,255,300;1,271,200;1,563,700;1,489,900;932,000;1,198,300;1,415,800;1,291,100;1,466,300;2,628,900;1,217,800;1,524,300;599,600;1,194,900;1,117,900;919,100;1,164,000;1,442,700;1,827,100;1,521,700;1,818,900;2,098,000;2,058,200;1,216,400;1,342,800;1,354,400;1,784,400;1,593,400;1,501,200;1,072,000;1,693,700;1,953,900;1,257,800;1,587,400;2,035,600;1,308,800;1,264,000;1,233,400;1,289,600;1,811,100;1,631,100;1,790,700;1,892,500;1,429,200;1,700,800;1,469,700;2,133,500;2,327,900;2,169,800;2,203,000;1,837,100;2,524,400;2,699,300;3,301,800;1,981,700;1,855,100;;;
210;Ecolab Inc.;ECL;532,243;1,858,700;936,000;1,140,500;890,000;1,129,800;1,653,600;834,100;1,321,100;758,600;764,100;968,200;754,300;699,100;1,182,500;1,277,900;1,134,200;1,048,600;1,754,700;728,100;854,300;1,039,200;1,049,700;1,043,400;1,023,000;995,800;905,600;1,069,200;828,100;896,400;714,600;787,400;1,025,100;1,019,800;1,039,200;1,340,700;1,141,300;2,270,500;1,375,900;1,148,700;1,073,900;1,511,100;1,282,300;1,059,500;1,210,200;1,268,500;1,083,000;1,703,600;1,593,600;4,354,900;1,059,300;1,200,500;553,400;1,274,200;2,038,700;1,421,900;1,133,300;1,198,800;1,366,600;1,144,300;1,155,800;1,320,800;1,863,400;1,844,400;1,711,400;1,818,400;2,665,600;3,096,100;2,591,800;3,674,300;2,108,100;1,084,000;982,800;769,500;1,052,500;1,222,300;2,344,400;1,323,900;1,305,200;1,307,100;1,512,900;1,237,000;1,409,900;1,340,400;1,365,100;1,139,300;803,200;923,800;1,158,500;1,393,300;1,610,100;1,307,200;1,128,500;1,533,100;1,154,700;1,140,700;1,109,400;1,016,100;1,398,700
211;Bank of New York Mellon Corp;BK;1,898,833;6,053,500;4,441,400;6,652,900;4,795,300;7,106,600;7,285,500;6,485,400;6,531,400;4,589,900;7,450,500;4,308,200;3,606,400;4,304,400;5,320,500;6,801,900;7,254,000;10,813,100;11,402,000;13,424,100;8,980,800;6,987,300;3,746,600;4,021,800;4,277,100;4,269,000;7,777,700;5,319,300;3,116,100;3,088,400;2,013,100;2,109,600;2,273,400;2,669,800;3,291,800;3,099,100;3,739,100;5,047,600;3,761,000;4,285,200;6,162,900;4,732,800;4,406,200;5,331,200;11,740,600;5,192,800;3,535,000;3,022,100;4,608,100;6,046,000;3,003,200;3,626,700;1,146,700;2,981,600;3,793,300;2,985,400;3,913,500;5,799,300;3,010,300;5,454,500;4,189,300;5,808,700;8,734,200;2,820,500;4,825,800;5,968,700;5,520,800;5,055,300;4,617,800;3,911,800;4,365,000;6,189,700;6,395,700;6,690,000;5,950,900;6,918,400;8,365,700;6,931,600;8,774,400;9,040,600;7,340,300;6,435,700;7,088,000;8,082,400;4,983,100;4,829,500;3,944,100;3,103,200;4,036,300;6,319,500;7,427,600;4,490,100;4,732,200;5,979,400;5,489,400;6,757,400;;;
212;TransDigm Group Incorporated;TDG;244,642;636,500;460,200;577,000;414,300;261,100;496,000;290,600;286,100;300,600;363,300;343,100;275,800;304,300;433,200;427,900;292,300;329,200;384,600;347,300;432,500;535,000;268,700;248,600;282,000;272,600;275,700;216,100;164,600;190,700;245,700;184,200;153,500;296,200;241,800;266,100;217,200;424,300;264,300;447,000;434,300;261,500;181,700;328,200;305,700;166,500;216,400;475,200;244,200;464,600;214,400;312,700;74,300;216,100;274,000;194,500;223,900;186,100;299,300;401,800;273,700;325,200;666,700;390,400;241,300;275,700;344,300;266,400;225,500;163,700;194,900;223,500;221,800;220,100;268,700;188,300;293,600;198,200;293,600;331,100;252,100;236,700;317,600;399,300;312,500;212,400;215,600;187,600;253,700;268,200;220,200;340,000;223,500;318,000;355,400;268,300;259,800;255,200;
213;Yum! Brands Inc.;YUM;649,162;2,524,200;3,574,600;1,652,600;2,063,900;1,474,600;1,333,800;1,716,300;2,076,500;1,457,000;1,407,500;1,358,400;1,425,700;1,543,700;1,437,300;1,649,800;1,473,700;1,325,100;1,177,800;1,260,500;1,070,300;1,258,300;1,306,800;1,211,200;1,559,400;1,078,200;1,139,400;2,307,100;1,401,300;875,700;964,800;1,300,200;700,800;1,371,900;1,994,800;1,211,900;2,325,600;4,263,500;1,981,600;1,602,600;1,821,800;1,361,700;1,833,800;1,500,000;2,085,600;1,544,400;2,878,800;1,586,800;1,407,100;2,543,200;2,324,000;1,514,900;870,600;1,881,000;1,507,000;1,621,000;2,985,400;2,132,900;2,256,800;1,139,400;1,677,600;1,870,300;2,710,200;1,450,000;1,885,300;1,912,600;2,850,100;2,546,300;2,543,800;2,361,600;2,193,600;2,460,700;2,265,800;1,412,200;2,326,500;2,688,000;1,735,700;969,300;1,272,600;1,308,300;1,610,800;1,470,700;1,860,200;1,911,200;2,590,400;1,061,900;1,742,000;1,135,200;1,189,200;1,684,900;1,858,900;1,797,400;1,422,900;2,372,000;1,415,700;1,447,700;1,349,000;1,509,000;1,862,800
214;Allstate Corporation;ALL;635,701;1,842,000;1,483,300;1,493,300;2,233,700;1,760,800;4,016,400;1,794,100;1,414,400;1,159,200;1,075,600;1,256,500;1,454,300;1,852,800;2,064,900;2,522,200;4,888,600;1,900,100;1,798,400;1,203,300;1,365,600;1,553,500;905,700;1,534,200;1,308,100;1,108,800;1,466,000;1,248,300;706,000;629,100;661,300;737,500;872,600;1,382,500;1,261,500;1,616,000;1,188,900;4,120,000;2,416,300;1,524,500;2,135,800;1,220,300;1,237,600;1,194,900;1,717,500;1,464,800;1,246,600;1,298,100;1,925,600;3,212,800;1,263,700;1,206,800;513,800;935,000;877,700;1,629,800;1,756,000;1,190,500;1,531,300;2,004,100;1,075,000;1,533,400;1,631,800;1,178,800;1,362,500;1,284,600;2,337,800;2,815,400;2,446,000;1,508,000;1,892,200;2,222,600;2,234,800;1,799,200;1,665,900;2,682,000;3,193,700;9,420,300;2,068,600;1,615,000;1,193,900;1,837,700;3,423,000;2,256,100;1,570,200;1,237,300;2,223,300;1,546,800;1,620,600;2,098,300;1,933,400;2,601,500;1,968,400;1,403,600;1,822,600;1,583,600;1,777,800;1,751,000;1,744,400
215;DuPont de Nemours Inc.;DD;923,797;3,399,300;3,254,200;7,899,300;3,070,100;2,836,400;2,880,900;3,593,900;2,736,000;2,542,000;2,171,300;3,134,500;3,193,100;3,067,000;2,117,400;3,700,100;3,681,700;7,485,200;3,498,000;3,434,200;2,602,600;2,250,700;1,788,400;3,273,400;3,387,600;2,590,500;2,558,100;1,776,200;1,439,300;1,151,600;1,278,400;1,470,200;1,509,400;2,487,000;2,040,300;2,135,600;4,296,500;4,639,200;3,225,800;2,703,200;2,489,300;2,387,500;1,688,100;1,923,900;2,321,600;2,034,900;1,934,600;2,501,500;4,646,200;3,808,500;2,534,000;2,707,800;1,051,100;1,497,000;2,120,000;2,200,800;2,835,200;3,569,800;2,837,200;3,187,300;3,255,600;4,495,800;5,980,900;5,945,700;7,849,800;4,363,400;4,761,900;5,127,900;8,869,400;4,271,400;2,939,800;2,215,700;2,473,700;3,029,700;3,798,300;2,097,300;2,568,400;2,187,500;2,367,900;3,264,600;2,712,100;2,445,500;3,824,900;2,307,000;2,853,500;2,046,800;4,026,600;2,326,600;2,249,800;3,439,600;4,314,400;3,571,400;3,385,700;2,685,300;3,188,300;3,038,000;3,439,100;2,424,700;2,408,900
216;Kinder Morgan Inc Class P;KMI;5,047,981;9,446,000;11,770,300;10,086,300;11,850,000;13,963,200;13,324,600;20,314,700;15,757,300;13,284,100;13,117,500;14,299,200;19,135,100;13,090,100;11,451,100;15,414,100;17,379,000;19,528,200;12,372,300;8,614,800;11,067,900;13,289,300;9,544,500;17,355,100;9,085,900;8,489,500;12,069,700;10,454,000;7,385,200;7,431,000;7,938,000;8,233,000;9,304,100;13,844,700;10,626,000;11,481,900;13,387,100;21,209,900;11,533,300;13,930,600;16,966,700;13,062,200;19,193,100;17,701,000;11,408,200;15,801,200;12,111,100;9,641,200;12,570,200;41,252,500;16,437,200;16,709,800;5,981,400;9,669,600;14,890,700;12,895,400;17,351,100;12,014,500;14,532,000;14,480,900;15,362,000;17,923,100;18,505,700;15,194,200;15,520,100;14,594,400;17,824,500;16,256,700;20,188,100;18,614,800;27,183,400;18,455,400;22,928,200;22,666,000;20,557,600;21,518,200;19,630,400;40,244,300;19,257,700;19,538,400;15,066,100;17,037,800;18,393,500;14,500,800;17,703,500;16,323,800;16,677,200;19,299,100;19,590,500;23,806,600;24,702,700;30,537,100;27,649,200;25,192,000;25,387,700;28,333,900;;;
217;Cummins Inc.;CMI;353,257;577,700;796,600;784,500;1,267,700;924,900;1,510,400;772,100;584,800;398,100;457,700;521,900;767,600;1,676,300;1,023,400;982,000;785,500;1,037,700;769,000;775,300;534,600;743,800;526,000;977,600;733,600;1,039,300;1,135,200;609,900;480,400;681,100;504,800;805,100;409,300;573,200;794,900;591,400;1,097,000;2,596,000;935,000;967,200;909,600;835,400;841,000;750,100;689,700;676,600;662,600;551,900;1,018,700;1,786,000;946,100;870,200;253,400;858,200;1,057,100;1,064,700;788,100;886,700;872,100;1,128,700;1,067,400;1,432,300;1,475,000;945,700;1,095,400;1,362,600;1,238,200;2,438,900;1,355,400;1,034,900;820,300;851,800;911,600;835,900;778,000;881,400;1,873,100;653,900;729,600;590,100;647,900;740,700;924,600;884,500;727,900;600,300;1,028,400;1,288,400;1,275,600;1,396,600;911,000;978,300;944,100;618,300;1,005,200;648,000;771,900;780,200;877,400
218;Welltower Inc;WELL;1,003,891;2,483,500;1,650,200;2,332,500;1,987,100;1,648,700;1,930,800;2,266,400;2,601,900;2,349,600;2,091,600;1,274,800;1,502,800;1,528,100;2,051,200;1,843,700;2,002,200;2,985,100;1,583,000;1,376,800;2,403,200;2,144,700;2,091,100;2,207,200;1,685,000;1,761,800;2,263,700;3,086,400;1,189,700;1,422,000;1,648,300;1,758,000;1,148,100;1,737,900;1,777,300;2,380,600;2,413,200;8,289,900;2,512,500;3,234,400;4,433,500;3,023,800;2,779,500;3,756,800;10,394,800;3,516,500;2,978,900;2,195,100;3,345,700;9,642,500;2,401,800;3,256,700;956,600;1,577,400;1,885,700;2,266,900;3,805,000;2,407,500;2,600,100;2,800,200;2,378,400;3,011,900;4,430,100;4,330,400;5,087,400;2,523,900;3,314,900;2,578,300;2,287,800;1,806,300;2,275,500;2,167,800;2,349,300;3,869,900;2,659,900;3,645,700;5,553,000;1,832,500;1,709,100;2,359,900;2,579,500;2,731,200;2,623,000;2,439,500;3,054,800;3,556,200;2,773,300;2,802,100;3,007,100;4,330,900;2,560,500;3,208,500;2,844,400;1,846,500;2,467,200;3,006,000;2,723,900;1,982,600;2,023,300
219;Hershey Company;HSY;417,549;1,050,400;1,002,600;1,630,400;2,165,600;1,503,400;2,072,500;1,477,700;1,378,300;998,600;806,500;823,400;906,200;1,131,400;1,219,500;1,298,300;1,226,200;1,092,100;1,114,500;622,200;794,600;1,054,000;750,700;884,000;945,800;939,300;1,394,300;1,160,800;441,400;570,300;416,800;497,300;354,000;432,100;430,800;653,700;698,300;1,569,000;790,800;681,900;1,357,600;894,300;1,013,900;1,334,300;1,018,600;709,900;539,700;741,300;913,800;1,638,800;755,400;706,300;281,800;859,700;858,800;1,373,300;1,219,900;889,500;1,214,800;1,249,700;1,371,600;2,677,700;1,828,300;808,500;959,700;904,900;1,833,700;1,412,800;1,155,700;847,100;958,500;862,900;972,100;875,900;1,069,800;653,200;705,200;626,100;913,300;1,013,900;754,800;854,500;807,700;943,700;839,400;594,500;947,300;755,500;835,600;949,800;1,183,200;1,252,800;846,300;839,600;789,800;955,700;723,700;760,500;
220;Otis Worldwide Corporation;OTIS;741,810;1,745,200;1,724,200;1,641,500;1,500,100;1,580,500;2,274,200;3,058,700;2,543,400;1,334,300;1,457,100;1,353,100;1,448,800;1,542,900;1,104,400;1,787,600;1,552,100;1,876,300;1,946,300;1,272,000;2,503,600;2,683,300;1,975,300;1,652,600;1,555,400;2,136,300;1,611,900;1,317,300;995,900;957,700;882,800;955,400;810,400;1,379,600;1,621,700;1,889,800;1,532,700;4,036,900;2,119,400;3,025,900;2,600,900;1,681,200;1,417,200;2,376,700;2,151,300;2,674,000;2,100,200;1,998,300;1,776,700;3,462,100;1,869,000;2,065,800;971,100;1,898,000;1,916,300;2,068,800;3,697,600;3,420,800;2,169,600;2,349,100;4,193,900;2,984,500;2,643,400;1,743,200;1,528,100;1,777,400;2,299,000;2,035,000;1,782,900;1,885,200;2,551,900;1,918,400;3,016,900;3,656,700;2,567,100;2,518,300;2,351,000;1,923,200;1,552,300;1,637,200;1,688,600;1,632,800;1,946,400;1,637,600;1,449,200;841,300;1,446,600;1,670,000;1,452,500;2,424,900;1,905,500;2,625,600;1,910,800;2,264,400;1,890,500;2,415,500;2,551,600;1,981,000;
