ID;Comment;Name;Symbol;Last Update;Own;Flag
429;;Jack Henry & Associates Inc.;JKHY;10.02.2023 19:43;0;
430;;Domino's Pizza Inc.;DPZ;10.02.2023 19:43;0;
431;;C.H. Robinson Worldwide Inc.;CHRW;10.02.2023 19:43;0;
432;;CarMax Inc.;KMX;10.02.2023 19:43;0;
433;;Charles River Laboratories International Inc.;CRL;10.02.2023 19:43;0;
434;;Gen Digital Inc.;GEN;10.02.2023 19:43;0;
435;;Masco Corporation;MAS;10.02.2023 19:43;0;
436;;Celanese Corporation;CE;10.02.2023 19:43;0;
437;;Paramount Global Class B;PARA;10.02.2023 19:43;0;
438;;Brown-Forman Corporation Class B;BF.B;10.02.2023 19:43;0;
439;;Loews Corporation;L;10.02.2023 19:43;0;
440;;Henry Schein Inc.;HSIC;10.02.2023 19:44;0;
441;;Catalent Inc;CTLT;10.02.2023 19:44;0;
442;;Teleflex Incorporated;TFX;10.02.2023 19:44;0;
443;;Bio-Techne Corporation;TECH;10.02.2023 19:44;0;
444;;Carnival Corporation;CCL;10.02.2023 19:44;0;
445;;Caesars Entertainment Inc;CZR;10.02.2023 19:44;0;
446;;Live Nation Entertainment Inc.;LYV;10.02.2023 19:44;0;
447;;Ceridian HCM Holding Inc.;CDAY;10.02.2023 19:45;0;
448;;Tapestry Inc.;TPR;10.02.2023 19:45;0;
449;;BorgWarner Inc.;BWA;10.02.2023 19:45;0;
450;;Eastman Chemical Company;EMN;10.02.2023 19:45;0;
451;;NiSource Inc;NI;10.02.2023 19:45;0;
452;;Globe Life Inc.;GL;10.02.2023 19:45;0;
453;;EQT Corporation;EQT;10.02.2023 19:45;0;
454;;American Airlines Group Inc.;AAL;10.02.2023 19:45;0;
455;;Wynn Resorts Limited;WYNN;10.02.2023 19:45;0;
456;;Allegion Public Limited Company;ALLE;10.02.2023 19:45;0;
457;;Qorvo Inc.;QRVO;10.02.2023 19:45;0;
458;;Campbell Soup Company;CPB;10.02.2023 19:45;0;
459;;Bath & Body Works Inc.;BBWI;10.02.2023 19:45;0;
460;;Fox Corporation Class A;FOXA;10.02.2023 19:45;0;
461;;Boston Properties Inc.;BXP;10.02.2023 19:45;0;
462;;Molson Coors Beverage Company Class B;TAP;10.02.2023 19:46;0;
463;;Regency Centers Corporation;REG;10.02.2023 19:46;0;
464;;Bio-Rad Laboratories Inc. Class A;BIO;10.02.2023 19:46;0;
465;;Juniper Networks Inc.;JNPR;10.02.2023 19:46;0;
466;;Comerica Incorporated;CMA;10.02.2023 19:46;0;
467;;Universal Health Services Inc. Class B;UHS;10.02.2023 19:46;0;
468;;Pentair plc;PNR;10.02.2023 19:46;0;
469;;Robert Half International Inc.;RHI;10.02.2023 19:46;0;
470;;V.F. Corporation;VFC;10.02.2023 19:46;0;
471;;Advance Auto Parts Inc.;AAP;10.02.2023 19:46;0;
472;;Invesco Ltd.;IVZ;10.02.2023 19:46;0;
473;;Huntington Ingalls Industries Inc.;HII;10.02.2023 19:46;0;
474;;Franklin Resources Inc.;BEN;10.02.2023 19:46;0;
475;;F5 Inc.;FFIV;10.02.2023 19:46;0;
476;;WestRock Company;WRK;10.02.2023 19:46;0;
477;;A. O. Smith Corporation;AOS;10.02.2023 19:46;0;
478;;Pinnacle West Capital Corporation;PNW;10.02.2023 19:46;0;
479;;Signature Bank;SBNY;10.02.2023 19:46;0;
480;;Rollins Inc.;ROL;10.02.2023 19:46;0;
481;;DENTSPLY SIRONA Inc.;XRAY;10.02.2023 19:46;0;
482;;Federal Realty Investment Trust;FRT;10.02.2023 19:47;0;
483;;Whirlpool Corporation;WHR;10.02.2023 19:47;0;
484;;NRG Energy Inc.;NRG;10.02.2023 19:47;0;
485;;Zions Bancorporation N.A.;ZION;10.02.2023 19:47;0;
486;;News Corporation Class A;NWSA;10.02.2023 19:47;0;
487;;Sealed Air Corporation;SEE;10.02.2023 19:47;0;
488;;Hasbro Inc.;HAS;10.02.2023 19:47;0;
489;;Generac Holdings Inc.;GNRC;10.02.2023 19:47;0;
490;;Organon & Co.;OGN;10.02.2023 19:47;0;
491;;Assurant Inc.;AIZ;10.02.2023 19:47;0;
492;;Norwegian Cruise Line Holdings Ltd.;NCLH;10.02.2023 19:47;0;
493;;Alaska Air Group Inc.;ALK;10.02.2023 19:47;0;
494;;DXC Technology Co.;DXC;10.02.2023 19:47;0;
495;;Mohawk Industries Inc.;MHK;10.02.2023 19:47;0;
496;;Newell Brands Inc;NWL;10.02.2023 19:47;0;
497;;Lincoln National Corp;LNC;10.02.2023 19:47;0;
498;;Ralph Lauren Corporation Class A;RL;10.02.2023 19:47;0;
499;;DaVita Inc.;DVA;10.02.2023 19:47;0;
500;;Fox Corporation Class B;FOX;10.02.2023 19:47;0;
501;;Lumen Technologies Inc.;LUMN;10.02.2023 19:47;0;
502;;DISH Network Corporation Class A;DISH;10.02.2023 19:47;0;
503;;News Corporation Class B;NWS;10.02.2023 19:47;0;
